"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_age_mean","tests_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","recovered","recovered_new","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-05-28,2020-07-01T16:45:00.000+02:00,,4012,4,3242,2,770,2,,,,,,,,,,,,,,,,,,,,,,,,,0.80808,0.19192,0.4867,0.5133,,,46.0,72996,1898,57808,1562,15188,336,,,,,,,1167,828,,,,,,,,,,,,,,,,,0.791934,0.208066,,,,,,0.002,73428,1986,57808,1562,15188,336,0.791934,0.208066,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,85.0,,,34,-5,30,-5,4,0,1,0,0,0,1,0,,,,922,3,,92,-8,3815,12,0.67,0.26,0.91,0.691,0.803,0.915,"local","3,4"
2020-05-29,2020-07-01T16:45:00.000+02:00,,4016,4,3245,3,771,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80802,0.19198,0.4865,0.5135,,,46.0,74366,1370,58886,1078,15480,292,,,,,,,2708,1541,,,,,,,,,,,,,,,,,0.79184,0.20816,,,,,,0.0015,76026,2598,58886,1078,15480,292,0.79184,0.20816,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,33,-1,30,0,3,-1,0,-1,0,0,1,0,,,,924,2,,89,-3,3822,7,0.71,0.26,0.92,0.687,0.8,0.913,"local","3,4"
2020-05-30,2020-07-01T16:45:00.000+02:00,,4018,2,3248,3,770,-1,,,,,,,,,,,,,,,,,,,,,,,,,0.80836,0.19164,0.4865,0.5135,,,46.0,75432,1066,59847,961,15585,105,,,,,,,3619,911,,,,,,,,,,,,,,,,,0.79339,0.20661,,,,,,0.001,78103,2077,59847,961,15585,105,0.79339,0.20661,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,31,-2,28,-2,3,0,1,1,0,0,1,0,,,,925,1,,81,-8,3832,10,0.72,0.33,0.99,0.685,0.799,0.913,"local","3,4"
2020-05-31,2020-07-01T16:45:00.000+02:00,,4019,1,3248,0,771,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80816,0.19184,0.4866,0.5134,,,46.0,75594,162,59988,141,15606,21,,,,,,,3619,0,,,,,,,,,,,,,,,,,0.793555,0.206445,,,,,,0.0062,78265,162,59988,141,15606,21,0.793555,0.206445,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,32,1,29,1,3,0,0,-1,0,0,1,0,,,,927,2,,68,-13,3846,14,0.65,0.2,0.85,0.682,0.797,0.911,"local","3"
2020-06-01,2020-07-01T16:45:00.000+02:00,,4020,1,3249,1,771,0,,,,,,,,,,,,,,,,,,,,,,,,,0.80821,0.19179,0.4868,0.5132,,,46.0,78026,2432,61617,1629,16409,803,,,,,,,3619,0,,,,,,,,,,,,,,,,,0.789698,0.210302,,,,,,0.0016,78907,642,61617,1629,16409,803,0.789698,0.210302,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,30,-2,26,-3,4,1,0,0,0,0,0,-1,,,,929,2,,66,-2,3849,3,0.63,0.2,0.86,0.68,0.796,0.912,"local","3,4"
2020-06-02,2020-07-01T16:45:00.000+02:00,,4024,4,3251,2,773,2,,,,,,,,,,,,,,,,,,,,,,,,,0.8079,0.1921,0.487,0.513,,,46.0,79484,1458,62102,485,17382,973,,,,,,,5474,1855,,,,,,,,,,,,,,,,,0.781314,0.218686,,,,,,0.002,80899,1992,62102,485,17382,973,0.781314,0.218686,,,,,110,0,1,0,0.66,,0.44,0.56,,,84.0,84.0,,,27,-3,25,-1,2,-2,0,0,0,0,0,0,,,,929,0,,58,-8,3861,12,0.63,0.2,0.87,0.678,0.796,0.913,"local","3,4"
2020-06-03,2020-07-01T16:45:00.000+02:00,,4028,4,3253,2,774,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8078,0.1922,0.4871,0.5129,,,46.0,,,,,,,,,,,,,7018,1544,,,,,,,,,,,,,,,,,,,,,,,,0.0019,83017,2118,63476,1374,18901,1519,0.770555,0.229445,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,25,-2,22,-3,3,1,0,0,0,0,0,0,,,,931,2,,48,-10,3875,14,0.67,0.28,0.95,0.68,0.798,0.917,"local","1,2,3,4"
2020-06-04,2020-07-01T16:45:00.000+02:00,,4033,5,3257,4,775,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80779,0.19221,0.4868,0.5132,,,46.0,,,,,,,,,,,,,9083,2065,,,,,,,,,,,,,,,,,,,,,,,,0.0027,84866,1849,65141,1665,18532,-369,0.778519,0.221481,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,23,-2,22,0,1,-2,0,0,0,0,0,0,,,,931,0,,40,-8,3888,13,0.67,0.25,0.93,0.682,0.801,0.92,"local","1,3,4"
2020-06-05,2020-07-01T16:45:00.000+02:00,,4035,2,3259,2,776,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80768,0.19232,0.4867,0.5133,,,46.0,,,,,,,,,,,,,11789,2706,,,,,,,,,,,,,,,,,,,,,,,,0.0006,88282,3416,66072,931,18862,330,0.777922,0.222078,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,22,-1,21,-1,1,0,0,0,0,0,0,0,,,,933,2,,40,0,3890,2,0.67,0.23,0.92,0.687,0.807,0.927,"local","2,3,4"
2020-06-06,2020-07-01T16:45:00.000+02:00,,4039,4,3260,1,779,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80713,0.19287,0.4864,0.5136,,,46.0,,,,,,,,,,,,,13722,1933,,,,,,,,,,,,,,,,,,,,,,,,0.002,90258,1976,67412,1340,20639,1777,0.765602,0.234398,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,-6,15,-6,1,0,0,0,0,0,0,0,,,,934,1,,33,-7,3901,11,0.8,0.34,1.06,0.68,0.801,0.922,"local","3,4"
2020-06-07,2020-07-01T16:45:00.000+02:00,,4040,1,3263,3,777,-2,,,,,,,,,,,,,,,,,,,,,,,,,0.80767,0.19233,0.4865,0.5135,,,46.0,,,,,,,,,,,,,13722,0,,,,,,,,,,,,,,,,,,,,,,,,0.0017,90840,582,68465,1053,19769,-870,0.775948,0.224052,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,21,5,19,4,2,1,0,0,0,0,0,0,,,,935,1,,32,-1,3903,2,0.8,0.36,1.08,0.69,0.812,0.934,"local","3,4"
2020-06-08,2020-07-01T16:45:00.000+02:00,,4046,6,3267,4,779,2,,,,,,,,,,,,,,,,,,,,,,,,,0.80746,0.19254,0.4867,0.5133,,,46.0,,,,,,,,,,,,,16512,2790,,,,,,,,,,,,,,,,,,,,,,,,0.0022,93601,2761,68995,530,19919,150,0.775975,0.224025,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,22,1,20,1,2,0,0,0,0,0,0,0,,,,935,0,,37,5,3904,1,0.8,0.38,1.1,0.688,0.811,0.935,"local","3,4"
2020-06-09,2020-07-01T16:45:00.000+02:00,,4049,3,3271,4,778,-1,,,,,,,,,,,,,,,,,,,,,,,,,0.80785,0.19215,0.4864,0.5136,,,46.0,,,,,,,,,,,,,18863,2351,,,,,,,,,,,,,,,,,,,,,,,,0.001,96720,3119,70719,1724,20484,565,0.775402,0.224598,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,-4,17,-3,1,-1,0,0,0,0,0,0,,,,938,3,,37,0,3907,3,0.84,0.39,1.11,0.699,0.822,0.946,"local","3,4"
2020-06-10,2020-07-01T16:45:00.000+02:00,,4056,7,3273,2,779,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80775,0.19225,0.4862,0.5138,,,46.0,,,,,,,,,,,,,22809,3946,,,,,,,,,,,,,,,,,,,,,,,,0.0015,101318,4598,72370,1651,25862,5378,0.736725,0.263275,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,0,17,0,1,0,0,0,0,0,0,0,,,,940,2,,38,1,3913,6,0.84,0.41,1.13,0.694,0.818,0.942,"local","1,2,3,4"
2020-06-11,2020-07-01T16:45:00.000+02:00,,4059,3,3274,1,781,2,,,,,,,,,,,,,,,,,,,,,,,,,0.8074,0.1926,0.486,0.514,,,46.0,,,,,,,,,,,,,28181,5372,,,,,,,,,,,,,,,,,,,,,,,,0.0007,105489,4171,76488,4118,25389,-473,0.7507877,0.2492123,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,-2,16,-1,0,-1,0,0,0,0,0,0,,,,941,1,,33,-5,3921,8,0.93,0.45,1.19,0.707,0.832,0.957,"local","1,3,4"
2020-06-12,2020-07-01T16:45:00.000+02:00,,4063,4,3278,4,785,4,,,,,,,,,,,,,,,,,,,,,,,,,0.80679,0.19321,0.4857,0.5143,,,45.0,,,,,,,,,,,,,34178,5997,,,,,,,,,,,,,,,,,,,,,,,,0.0006,112086,6597,81894,5406,24168,-1221,0.7721333,0.2278667,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,19,3,19,3,0,0,0,0,0,0,0,0,,,,941,0,,34,1,3924,3,0.93,0.49,1.22,0.701,0.826,0.951,"local","2,3,4"
2020-06-13,2020-07-01T16:45:00.000+02:00,,4071,8,3285,7,785,0,,,,,,,,,,,,,,,,,,,,,,,,,0.80713,0.19287,0.4858,0.5142,,,45.0,,,,,,,,,,,,,37897,3719,,,,,,,,,,,,,,,,,,,,,,,,0.0023,115498,3412,82575,681,24029,-139,0.7745957,0.2254043,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,-3,15,-4,1,1,0,0,0,0,0,0,,,,945,4,,36,2,3930,6,0.93,0.46,1.19,0.701,0.827,0.953,"local","1,2,3,4"
2020-06-14,2020-07-01T16:45:00.000+02:00,,4073,2,3287,2,785,0,,,,,,,,,,,,,,,,,,,,,,,,,0.80722,0.19278,0.4856,0.5144,,,45.0,,,,,,,,,,,,,37897,0,,,,,,,,,,,,,,,,,,,,,,,,0.0032,116118,620,82779,204,28167,4138,0.7461197,0.2538803,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,14,-2,13,-2,1,0,0,0,0,0,0,0,,,,946,1,,36,0,3932,2,1.02,0.56,1.29,0.734,0.86,0.987,"local","1,3,4"
2020-06-15,2020-07-01T16:45:00.000+02:00,,4079,6,3289,2,786,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80712,0.19288,0.4856,0.5144,,,45.0,,,,,,,,,,,,,44082,6185,,,,,,,,,,,,,,,,,,,,,,,,0.0011,121586,5468,89809,7030,27060,-1107,0.7684587,0.2315413,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,4,16,3,2,1,0,0,0,0,0,0,,,,946,0,,40,4,3934,2,0.91,0.52,1.23,0.735,0.863,0.99,"local","1,2,3,4"
2020-06-16,2020-07-01T16:45:00.000+02:00,,4089,10,3295,6,790,4,,,,,,,12,,,,,,,,,,,,,,,,,,0.80661,0.19339,0.4852,0.5148,,,45.0,,,,,,,,,,,,,49446,5364,,,,,,,,,,,,,,,,,,,,,,,,0.0019,126832,5246,94036,4227,30035,2975,0.7579209,0.2420791,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,0,17,1,1,-1,0,0,0,0,0,0,,,,946,0,,48,8,3936,2,1.0,0.55,1.27,0.737,0.864,0.99,"local","1,3,4"
2020-06-17,2020-07-01T16:45:00.000+02:00,,4092,3,3299,4,792,2,,,,,,,,,,,,,,,,,,,,,,,,,0.8064,0.1936,0.4855,0.5145,,,45.0,,,,,,,,,,,,,55175,5729,,,,,,,,,,,,,,,,,,,,,,,,0.0005,133283,6451,96358,2322,36143,6108,0.7272247,0.2727753,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,-3,13,-4,2,1,0,0,0,0,0,0,,,,947,1,,46,-2,3941,5,1.0,0.56,1.27,0.755,0.882,1.009,"local","1,2,3,4"
2020-06-18,2020-07-01T16:45:00.000+02:00,,4099,7,3307,8,792,0,,,,,,,,,,,,,,,,,,,,,,,,,0.80678,0.19322,0.4855,0.5145,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011,139752,6469,104984,8626,33513,-2630,0.7580236,0.2419764,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,17,2,15,2,2,0,0,0,0,0,0,0,,,,948,1,,49,3,3945,4,1.15,0.74,1.44,0.74,0.867,0.993,"local","2,3,4"
2020-06-19,2020-07-01T16:45:00.000+02:00,,4108,9,3314,7,791,-1,,,,,,,,,,,,,,,,,,,,,,,,,0.80731,0.19269,0.4848,0.5152,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012,147125,7373,110987,6003,33116,-397,0.7701922,0.2298078,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,-2,14,-1,1,-1,0,0,0,0,0,0,,,,948,0,,51,2,3952,7,1.05,0.62,1.31,0.746,0.873,1.0,"local","1,2,3,4"
2020-06-20,2020-07-01T16:45:00.000+02:00,,4125,17,3326,12,794,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80728,0.19272,0.4848,0.5152,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,152721,5596,115549,4562,32465,-651,0.7806626,0.2193374,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,0,14,0,1,0,0,0,0,0,0,0,,,,949,1,,64,13,3956,4,1.15,0.74,1.42,0.759,0.886,1.013,"local","1,2,3,4"
2020-06-21,2020-07-01T16:45:00.000+02:00,,4125,0,3326,0,795,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80709,0.19291,0.4848,0.5152,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,153194,473,115583,34,33785,1320,0.7738137,0.2261863,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,3,16,2,2,1,0,0,0,0,0,0,,,,950,1,,61,-3,3959,3,1.08,0.7,1.36,0.836,0.964,1.091,"local","1,2,3,4"
2020-06-22,2020-07-01T16:45:00.000+02:00,,4140,15,3332,6,801,6,,,,,,,,,,,,,,,,,,,,,,,,,0.80619,0.19381,0.4848,0.5152,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,159574,6380,120236,4653,34645,860,0.7763121,0.2236879,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,17,-1,16,0,1,-1,0,0,0,0,0,0,,,,950,0,,76,15,3959,0,1.15,0.75,1.4,0.803,0.929,1.056,"local","1,2,3,4"
2020-06-23,2020-07-01T16:45:00.000+02:00,,4143,3,3345,13,795,-6,,,,,,,,,,,,,,,,,,,,,,,,,0.80797,0.19203,0.4846,0.5154,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0316,159669,95,122241,2005,33848,-797,0.7831494,0.2168506,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,13,-4,13,-3,0,-1,0,0,0,0,0,0,,,,950,0,,73,-3,3965,6,1.23,0.82,1.46,0.827,0.953,1.078,"local","1,2,3,4"
2020-06-24,2020-07-01T16:45:00.000+02:00,,4156,13,3354,9,797,2,,,,,,,,,,,,,,,,,,,,,,,,,0.808,0.192,0.4845,0.5155,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,164990,5321,127082,4841,36008,2160,0.7792139,0.2207861,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,2,15,2,0,0,0,0,0,0,0,0,,,,951,1,,83,10,3968,3,1.43,1.05,1.66,0.824,0.949,1.075,"local","1,2,3,4"
2020-06-25,2020-07-01T16:45:00.000+02:00,,4176,20,3376,22,797,0,,,,,,,,,,,,,,,,,,,,,,,,,0.80901,0.19099,0.4852,0.5148,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038,170213,5223,129993,2911,38793,2785,0.7701646,0.2298354,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,14,-1,13,-2,1,1,0,0,0,0,0,0,,,,952,1,,93,10,3978,10,1.39,1.03,1.61,0.834,0.959,1.083,"local","1,2,3,4"
2020-06-26,2020-07-01T16:45:00.000+02:00,,4220,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,175941,5728,,,,,,,,,,,110,0,1,0,,,,,,,,,,,9,-5,8,-5,1,0,0,0,0,0,0,0,,,,,,,133,40,3982,4,1.4,1.07,1.62,0.866,0.99,1.114,"local",""
2020-06-27,2020-07-01T16:45:00.000+02:00,,4252,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064,180936,4995,,,,,,,,,,,110,0,1,0,,,,,,,,,,,13,4,12,4,1,0,0,0,0,0,0,0,,,,,,,159,26,3988,6,1.43,1.1,1.63,0.964,1.086,1.209,"local",""
2020-06-28,2020-07-01T16:45:00.000+02:00,,4265,13,3453,,803,,,,,,,,,,,,,,,,,,,,,,,,,,0.81133,0.18867,0.4853,0.5147,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201,181582,646,139241,,39181,,0.7804026,0.2195974,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,11,-2,9,-3,2,1,0,0,0,0,0,0,,,,954,,,164,5,3996,8,1.49,1.19,1.69,1.028,1.149,1.27,"local","1,3"
2020-06-29,2020-07-01T16:45:00.000+02:00,,4317,52,3473,20,826,23,,,,,,,,,,,,,,,,,,,,,,,,,0.80786,0.19214,0.4848,0.5152,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,188374,6792,141147,1906,44175,4994,0.7616311,0.2383689,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,5,14,5,2,0,0,0,0,0,0,0,,,,955,1,,214,50,3998,2,1.46,1.14,1.62,1.047,1.167,1.287,"local","1,2,3,4"
2020-06-30,2020-07-01T17:30:00.000+02:00,,4345,28,3527,54,818,-8,,,,,,,,,,,,,,,,,,,,,,,,,0.81174,0.18826,0.4842,0.5158,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,191282,2908,151186,10039,40096,-4079,0.7903828,0.2096172,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,2,16,2,2,0,0,0,0,0,0,0,,,,955,0,,237,23,4003,5,1.41,1.13,1.59,1.071,1.188,1.304,"local","2,4"
