date_start,date_end,date_published,measure,spatial_unit_type,ISO 3166-2:LU,LAU,LAU1_2012,LAU2_2012,LAU1_2010,LAU2_2010,name,residents,cases_new,cases_new_per_week_100k
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,670,121.13
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,35,37.24
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,562,97.12
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,91,89.88
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,44,74.26
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,48,68.29
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,9,54.75
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,38,69.99
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,402,108.02
2020-09-21,2020-10-11,2020-10-14T14:00:00.000+02:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,160,77.48
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,247,162.65
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,62,107.58
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,182,178.83
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,56,96.27
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,901,162.90
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,75,79.80
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,758,131.00
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,129,127.41
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,69,116.46
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,59,83.95
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,16,97.34
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,63,116.03
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,510,137.05
2020-09-28,2020-10-18,2020-10-21T16:30:00.000+02:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,248,120.09
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,488,321.35
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,149,258.53
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,393,386.16
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,146,250.99
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,1787,323.08
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,190,202.16
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,1518,262.34
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,274,270.63
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,170,286.92
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,134,190.66
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,50,304.19
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,126,232.07
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,959,257.70
2020-10-05,2020-10-25,2020-10-28T17:30:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,559,270.70
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,765,503.75
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,260,451.13
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,660,648.51
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,246,422.90
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,3150,569.50
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,413,439.42
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,2519,435.33
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,455,449.40
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,266,448.95
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,273,388.42
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,79,480.62
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,227,418.09
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1581,424.84
2020-10-12,2020-11-01,2020-11-04T16:30:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,938,454.23
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,904,595.29
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,338,586.47
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,810,795.90
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,320,550.11
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,4434,801.64
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,529,562.84
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,3112,537.81
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,585,577.79
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,322,543.46
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,384,546.35
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,85,517.13
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,311,572.81
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1980,532.06
2020-10-19,2020-11-08,2020-11-11T16:30:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,1132,548.17
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,585,385.22
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,344,596.88
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,793,779.19
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,292,501.98
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,5058,914.46
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,548,583.06
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,3150,544.38
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,563,556.07
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,327,551.90
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,410,583.35
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,75,456.29
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,358,659.37
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,2041,548.45
2020-10-26,2020-11-15,2020-11-18T15:30:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,1109,537.03
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,739,486.63
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,338,586.47
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,698,685.85
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,280,481.35
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,4980,900.35
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,444,472.41
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,2808,485.27
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,532,525.45
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,299,504.64
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,341,485.17
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,87,529.29
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,387,712.79
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1825,490.41
2020-11-02,2020-11-22,2020-11-25T15:30:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,983,476.02
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,738,485.97
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,340,589.94
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,703,690.76
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,283,486.51
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,4581,828.22
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,407,433.04
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,2683,463.67
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,538,531.37
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,296,499.58
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,292,415.46
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,130,790.90
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,375,690.68
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1714,460.58
2020-11-09,2020-11-29,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,969,469.24
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,735,484.00
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,320,555.24
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,756,742.84
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,330,567.30
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,4306,778.50
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,399,424.53
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,2600,449.33
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,619,611.38
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,273,460.76
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,313,445.34
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,160,973.41
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,366,674.11
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1619,435.05
2020-11-16,2020-12-06,2020-12-02T16:15:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,981,475.05
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,721,474.78
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,285,494.51
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,788,774.28
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,313,538.08
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,4052,732.58
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,392,417.08
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,2502,432.39
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,618,610.39
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,243,410.13
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,344,489.44
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,154,936.91
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,331,609.64
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1549,416.24
2020-11-23,2020-12-13,2020-12-16T17:35:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,953,461.49
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,635,418.15
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,226,392.14
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,673,661.28
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,282,484.79
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,3815,689.73
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,369,392.61
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,2259,390.40
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,582,574.83
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,239,403.38
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,341,485.17
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,117,711.81
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,301,554.39
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1373,368.95
2020-11-30,2020-12-20,2020-12-23T12:35:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,886,429.05
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,507,333.86
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,184,319.26
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,482,473.61
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,212,364.45
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,2804,506.95
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,281,298.98
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,1666,287.92
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,419,413.84
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,207,349.37
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,248,352.85
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,80,486.71
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,266,489.93
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,1003,269.52
2020-12-07,2020-12-27,2020-12-30T15:20:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,663,321.06
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,346,227.84
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,121,209.95
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,325,319.34
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,146,250.99
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,1933,349.47
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,186,197.90
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,1148,198.40
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,292,288.40
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,168,283.54
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,159,226.23
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,56,340.69
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,199,366.52
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,675,181.38
2020-12-14,2021-01-03,2021-01-06T17:24:00.000+01:00,cases_residents_new,canton_equivalent,,,,,04,,Luxembourg-Campagne,68835,473,229.05
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-CA,,01,,02,,Capellen,50620,224,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-CL,,05,,06,,Clervaux,19211,90,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-DI,,06,,07,,Diekirch,33924,267,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-EC,,10,,11,,Echternach,19390,99,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-ES,,02,,03,,Esch-sur-Alzette,184372,1196,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-GR,,11,,12,,Grevenmacher,31329,143,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-LU,,03,,,,Luxembourg,192881,,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-ME,,04,,05,,Mersch,33749,198,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-RD,,07,,08,,Redange,19750,108,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-RM,,12,,13,,Remich,23428,111,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-VD,,09,,10,,Vianden,5479,50,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,canton,LU-WI,,08,,09,,Wiltz,18098,136,
2020-12-21,2021-01-10,2021-01-13T18:15:00.000+01:00,cases_residents_new,municipality,,0304,03,04,00,01,Luxembourg-Ville,124046,493,
