"date","date_published","cases","cases_residents","cases_nonresidents","cases_new","cases_residents_new","cases_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","active","active_change","recovered","recovered_new","tests","tests_residents","tests_nonresidents","tests_new","tests_residents_new","tests_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_normal","hospital_intensive","hospital_total_transfer","hospital_normal_transfer","hospital_intensive_transfer","hospital_total_change","hospital_normal_change","hospital_intensive_change","hospital_total_transfer_change","hospital_normal_transfer_change","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-06-23,2020-07-07T17:00:00.000+02:00,4143,3345,795,3,13,-6,0.80797,0.19203,0.4846,0.5154,,,45.0,62,-2,3971,5,159669,122241,33848,95,2005,-797,0.7831494,0.2168506,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,13,13,0,0,0,0,-4,-3,-1,0,0,0,,,,1,950,0,,2,1.23,0.88,1.51,0.953,0.827,1.078,"local","1,2,3,4"
2020-06-24,2020-07-07T17:00:00.000+02:00,4156,3354,797,13,9,2,0.808,0.192,0.4845,0.5155,,,45.0,72,10,3974,3,164990,127082,36008,5321,4841,2160,0.7792139,0.2207861,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,15,0,0,0,0,2,2,0,0,0,0,,,,1,951,1,,2,1.48,1.12,1.72,0.949,0.824,1.075,"local","1,2,3,4"
2020-06-25,2020-07-07T17:00:00.000+02:00,4176,3376,797,20,22,0,0.80901,0.19099,0.4852,0.5148,,,45.0,82,10,3984,10,170214,129993,38793,5224,2911,2785,0.7701646,0.2298354,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,14,13,1,0,0,0,-1,-2,1,0,0,0,,,,1,952,1,,2,1.44,1.11,1.68,0.959,0.834,1.083,"local","1,2,3,4"
2020-06-26,2020-07-07T17:00:00.000+02:00,4220,,,44,,,,,,,,,,122,40,3988,4,175942,,,5728,,,,,,,,,110,0,1,0,,,,,,,,,,,9,8,1,0,0,0,-5,-5,0,0,0,0,,,,1,,,,2,1.44,1.14,1.68,0.99,0.866,1.114,"local",""
2020-06-27,2020-07-07T17:00:00.000+02:00,4252,,,32,,,,,,,,,,148,26,3994,6,180937,,,4995,,,,,,,,,110,0,1,0,,,,,,,,,,,13,12,1,0,0,0,4,4,0,0,0,0,,,,2,,,,2,1.57,1.2,1.72,1.093,0.97,1.216,"local",""
2020-06-28,2020-07-07T17:00:00.000+02:00,4265,3453,803,13,,,0.81133,0.18867,0.4853,0.5147,,,45.0,153,5,4002,8,181688,139241,39181,751,,,0.7804026,0.2195974,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,11,9,2,0,0,0,-2,-3,1,0,0,0,,,,1,954,,,2,1.54,1.24,1.73,1.176,1.055,1.297,"local","1,3"
2020-06-29,2020-07-07T17:00:00.000+02:00,4318,3473,826,53,20,23,0.80786,0.19214,0.4848,0.5152,,,45.0,204,51,4004,2,189097,141147,44175,7409,1906,4994,0.7616311,0.2383689,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,14,2,0,0,0,5,5,0,0,0,0,,,,2,955,1,,2,1.57,1.32,1.78,1.188,1.067,1.308,"local","1,2,3,4"
2020-06-30,2020-07-07T17:00:00.000+02:00,4347,3527,818,29,54,-8,0.81174,0.18826,0.4842,0.5158,,,45.0,228,24,4009,5,195823,151186,40096,6726,10039,-4079,0.7903828,0.2096172,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,16,2,0,0,0,2,2,0,0,0,0,,,,2,955,0,,2,1.6,1.29,1.73,1.235,1.12,1.351,"local","1,2,3,4"
2020-07-01,2020-07-07T17:00:00.000+02:00,4401,3572,823,54,45,5,0.81274,0.18726,0.4837,0.5163,,,45.0,273,45,4018,9,204480,158127,40820,8657,6941,724,0.7948197,0.2051803,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,14,2,0,0,0,-2,-2,0,0,0,0,,,,3,956,1,,2,1.37,1.11,1.53,1.194,1.081,1.306,"local","1,2,3,4"
2020-07-02,2020-07-07T17:00:00.000+02:00,4454,3614,833,53,42,10,0.81268,0.18732,0.4825,0.5175,,,45.0,322,49,4022,4,214002,162721,45088,9522,4594,4268,0.7830315,0.2169685,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,22,19,3,0,0,0,6,5,1,0,0,0,,,,3,956,0,,2,1.37,1.09,1.5,1.226,1.116,1.337,"local","1,2,3,4"
2020-07-03,2020-07-07T17:00:00.000+02:00,4484,,,30,,,,,,,,,,345,23,4029,7,223329,,,9327,,,,,,,,,110,0,1,0,,,,,,,,,,,17,14,3,0,0,0,-5,-5,0,0,0,0,,,,3,,,,2,1.27,1.02,1.42,1.239,1.131,1.348,"local",""
2020-07-04,2020-07-07T17:00:00.000+02:00,4539,,,55,,,,,,,,,,390,45,4039,10,230169,,,6840,,,,,,,,,110,0,1,0,,,,,,,,,,,23,20,3,0,0,0,6,6,0,0,0,0,,,,3,,,,3,1.22,1.0,1.39,1.197,1.091,1.304,"local",""
2020-07-05,2020-07-07T17:00:00.000+02:00,4554,3700,842,15,,,0.81462,0.18538,0.4799,0.5201,,,44.0,388,-2,4056,17,230986,181675,45086,817,,,0.8011739,0.1988261,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,19,16,3,0,0,0,-4,-4,0,0,0,0,,,,3,959,,,3,1.22,0.97,1.36,1.281,1.175,1.386,"local","1,3"
2020-07-06,2020-07-07T17:00:00.000+02:00,4603,,,49,,,,,,,,,,437,49,4056,0,237755,,,6769,,,0.81,0.19,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,,,,,21,18,3,0,0,0,2,2,0,0,0,0,,,,4,,,,3,1.09,0.86,1.25,1.267,1.161,1.372,"local",""
