"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number_effective_residents","reproduction_number_effective_residents_low","reproduction_number_effective_residents_high","reproduction_number","reproduction_number_low","reproduction_number_high","reproduction_number_residents","reproduction_number_residents_low","reproduction_number_residents_high","state","flags"
2020-04-30,2020-09-11T14:50:00.000+02:00,,3809,14,3066,12,743,2,,,,,,,,,,,,,,,,,,,,,,,,,0.8101,0.1899,0.489,0.511,,,,,,,46.0,,53795,2363,43614,1966,10181,397,,,,,,,,,,,,,,,,,,,,,,,,,0.819035,0.180965,,,,,,,,,,,0.0059,0.0061,46048,1849,37434,1554,8614,295,0.813517,0.186483,,,,,92,2,1,0,,,,,,,84.0,85.0,,,111,-14,87,-14,24,0,,,,,,,,,,,,,3,0,0,0,3,0,,,,841,12,,456,-41,329,,3261,53,2645,,0.73,0.44,0.91,,,,0.763,0.679,0.846,0.722,0.632,0.812,"local",""
2020-05-01,2020-09-11T14:50:00.000+02:00,,3816,7,3073,7,743,0,,,,,,,,,,,,,,,,,,,,,,,,,0.81191,0.18809,0.489,0.511,,,,,,,46.0,,55402,1607,45007,1393,10395,214,,,,,,,,,,,,,,,,,,,,,,,,,0.820692,0.179308,,,,,,,,,,,0.0044,0.005,47483,1435,38685,1251,8798,184,0.815343,0.184657,,,,,93,1,1,0,0.648,,0.44,0.56,,,84.0,85.0,,,123,12,98,11,25,1,,,,,,,,,,,,,3,0,0,0,3,0,,,,845,4,,413,-43,304,,3310,49,2676,,0.73,0.42,0.9,,,,0.754,0.669,0.839,0.724,0.634,0.815,"local",""
2020-05-02,2020-09-11T14:50:00.000+02:00,,3828,12,3077,4,751,8,,,,,,,,,,,,,,,,,,,,,,,,,0.80988,0.19012,0.489,0.511,,,,,,,46.0,,56287,885,45703,696,10584,189,,,,,,,,,,,,,,,,,,,,,,,,,0.821545,0.178455,,,,,,,,,,,0.0136,0.0057,48119,636,39246,561,8873,75,0.816335,0.183665,,,,,96,3,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,117,-6,93,-5,24,-1,,,,,,,,,,,,,3,0,0,0,3,0,,,,850,5,,363,-50,257,,3369,59,2724,,0.66,0.37,0.85,,,,0.736,0.651,0.822,0.716,0.624,0.808,"local",""
2020-05-03,2020-09-11T14:50:00.000+02:00,,3832,4,3081,4,751,0,,,,,,,,,,,,,,,,,,,,,,,,,0.81087,0.18913,0.489,0.511,,,,,,,46.0,,56567,280,45940,237,10627,43,,,,,,,,,,,,,,,,,,,,,,,,,0.821596,0.178404,,,,,,,,,,,0.0143,0.0169,48340,221,39430,184,8910,37,0.816457,0.183543,,,,,96,0,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,115,-2,92,-1,23,-1,,,,,,,,,,,,,3,0,0,0,3,0,,,,851,1,,342,-21,241,,3394,25,2744,,0.67,0.37,0.86,,,,0.75,0.662,0.837,0.711,0.618,0.804,"local",""
2020-05-04,2020-09-11T14:50:00.000+02:00,,3844,12,3092,11,752,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8112,0.1888,0.489,0.511,,,,,,,46.0,,57838,1271,46976,1036,10862,235,,,,,,,,,,,,,,,,,,,,,,,,,0.821468,0.178532,,,,,,,,,,,0.0094,0.0106,49309,969,40211,781,9098,188,0.816382,0.183618,0.49,0.51,,,98,2,1,0,0.639,0.36,0.454,0.55,,,84.0,85.0,,,112,-3,90,-2,22,-1,,,,,,,,,,,,,3,0,0,0,3,0,,,,856,5,,345,3,248,,3401,7,2746,,0.68,0.42,0.92,,,,0.749,0.66,0.837,0.719,0.624,0.814,"local",""
2020-05-05,2020-09-11T14:50:00.000+02:00,,3855,11,3100,8,755,3,,,,,,,,,,,,,,,,,,,,,,,,,0.81096,0.18904,0.489,0.511,,,,,,,46.0,,59434,1596,48254,1278,11180,318,,,,,,,,,,,,,,,,,,,,,,,,,0.821144,0.178856,,,,,,,,,,,0.0069,0.0063,50546,1237,41197,986,9349,251,0.816267,0.183733,0.49,0.51,,,98,0,1,0,0.64,0.36,0.45,0.55,,,83.0,85.0,,,118,6,98,8,20,-2,,,,,,,,,,,,,3,0,0,0,3,0,,,,860,4,,315,-30,231,,3442,41,2771,,0.73,0.44,0.95,,,,0.747,0.657,0.836,0.726,0.631,0.822,"local",""
2020-05-06,2020-09-11T14:50:00.000+02:00,,3864,9,3106,6,758,3,,,,,,,,,,,,,,,,,,,,,,,,,0.81109,0.18891,0.4889,0.5111,,,,,,,46.0,,61282,1848,49687,1433,11595,415,,,,,,,,,,,,,,,,,,,,,,,,,0.819792,0.180208,,,,,,,,,,,0.0049,0.0042,51888,1342,42221,1024,9667,318,0.814947,0.185053,0.49,0.51,,,100,2,1,0,0.64,0.36,0.44,0.56,,,83.0,85.0,,,111,-7,90,-8,21,1,,,,,,,,,,,,,3,0,0,0,3,0,,,,868,8,,270,-45,207,,3494,52,2799,,0.65,0.32,0.83,,,,0.745,0.654,0.835,0.725,0.628,0.821,"local",""
2020-05-07,2020-09-11T14:50:00.000+02:00,,3875,11,3111,5,764,6,,,,,,,,,,,,,,,,,,,,,,,,,0.80935,0.19065,0.4883,0.5117,,,,,,,46.0,,63134,1852,51006,1319,12128,533,,,,,,,,,,,,,,,,,,,,,,,,,0.816731,0.183269,,,,,,,,,,,0.0059,0.0038,53324,1436,43228,1007,10096,429,0.811887,0.188113,0.49,0.51,,,100,0,1,0,0.64,0.36,0.44,0.56,,,83.0,84.5,,,96,-15,80,-10,16,-5,,,,,,,,,,,,,3,0,0,0,3,0,,,,873,5,,260,-10,201,,3515,21,2810,,0.62,0.29,0.81,,,,0.74,0.649,0.832,0.72,0.622,0.817,"local",""
2020-05-08,2020-09-11T14:50:00.000+02:00,,3881,6,3114,3,767,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80965,0.19035,0.4883,0.5117,,,,,,,46.0,,64830,1696,52322,1316,12508,380,,,,,,,,,,,,,,,,,,,,,,,,,0.817025,0.182975,,,,,,,,,,,0.0035,0.0023,54563,1239,44243,1015,10320,224,0.812175,0.187825,0.49,0.51,,,101,1,1,0,0.64,0.36,0.44,0.56,,,83.0,84.0,,,103,7,88,8,15,-1,,,,,,,,,,,,,3,0,0,0,3,0,,,,874,1,,238,-22,180,,3542,27,2833,,0.61,0.33,0.85,,,,0.743,0.65,0.836,0.715,0.616,0.813,"local",""
2020-05-09,2020-09-11T14:50:00.000+02:00,,3890,9,3122,8,768,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80777,0.19223,0.4883,0.5117,,,,,,,46.0,,65694,864,53053,731,12641,133,,,,,,,,,,,,,,,,,,,,,,,,,0.817366,0.182634,,,,,,,,,,,0.0104,0.0109,55256,693,44822,579,10434,114,0.812537,0.187463,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,93,-10,79,-9,14,-1,,,,,,,,,,,,,3,0,0,0,3,0,,,,879,5,,210,-28,165,,3579,37,2856,,0.63,0.29,0.83,,,,0.735,0.641,0.828,0.707,0.607,0.807,"local",""
2020-05-10,2020-09-11T14:50:00.000+02:00,,3892,2,3123,1,769,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80967,0.19033,0.489,0.511,,,,,,,46.0,,65932,238,53265,212,12667,26,,,,,,,,,,,,,,,,,,,,,,,,,0.817657,0.182343,,,,,,,,,,,0.0084,0.0047,55421,165,44969,147,10452,18,0.812829,0.187171,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,87,-6,69,-10,18,4,,,,,,,,,,,,,3,0,0,0,3,0,,,,883,4,,193,-17,152,,3598,19,2870,,0.68,0.33,0.88,,,,0.75,0.655,0.845,0.727,0.626,0.828,"local",""
2020-05-11,2020-09-11T14:50:00.000+02:00,,3899,7,3127,4,772,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80971,0.19029,0.4889,0.5111,,,,,,,46.0,,67176,1244,54313,1048,12863,196,,,,,,,,,,,,,,,,,,,,,,,,,0.817985,0.182015,,,,,,,,,,,0.0056,0.0038,56400,979,45785,816,10615,163,0.813218,0.186782,0.49,0.51,,,102,1,1,0,0.65,0.35,0.43,0.57,,,83.0,84.5,,,88,1,66,-3,22,4,,,,,,,,,,,,,1,-2,0,0,1,-2,,,,886,3,,191,-2,148,,3606,8,2877,,0.68,0.36,0.92,,,,0.745,0.649,0.841,0.72,0.618,0.823,"local",""
2020-05-12,2020-09-11T14:50:00.000+02:00,,3909,10,3134,7,775,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80968,0.19032,0.4883,0.5117,,,,,,,46.0,,68939,1763,55706,1393,13233,370,,,,,,,,,,,,,,,,,,,,,,,,,0.816756,0.183244,,,,,,,,,,,0.0057,0.005,57697,1297,46760,975,10937,322,0.812096,0.187904,0.49,0.51,,,103,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,89,1,67,1,22,0,,,,,,,,,,,,,1,0,0,0,1,0,,,,887,1,,180,-11,138,,3626,20,2893,,0.66,0.34,0.9,,,,0.742,0.645,0.839,0.715,0.612,0.818,"local",""
2020-05-13,2020-09-11T14:50:00.000+02:00,,3921,12,3143,9,778,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80766,0.19234,0.4879,0.5121,,,,,,,46.0,,70506,1567,56913,1207,13593,360,,,,,,,,,,,,,,,,,,,,,,,,,0.815433,0.184567,,,,,,,,,,,0.0077,0.0075,58844,1147,47614,854,11230,293,0.780697,0.219303,0.49,0.51,,,103,0,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,78,-11,67,0,11,-11,,,,,,,,,,,,,1,0,0,0,1,0,,,,895,8,,156,-24,126,,3662,36,2914,,0.68,0.36,0.93,,,,0.749,0.651,0.847,0.722,0.618,0.826,"local",""
2020-05-14,2020-09-11T14:50:00.000+02:00,,3928,7,3146,3,782,4,,,,,,,,,,,,,,,,,,,,,,,,,0.80933,0.19067,0.4874,0.5126,,,,,,,46.0,,72169,1663,58206,1293,13963,370,,,,,,,,,,,,,,,,,,,,,,,,,0.814563,0.185437,,,,,,,,,,,0.0042,0.0023,59997,1153,48491,877,11506,276,0.809851,0.190149,0.49,0.51,,,104,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,82,4,71,4,11,0,,,,,,,,,,,,,1,0,0,0,1,0,,,,898,3,,145,-11,118,,3679,17,2924,,0.73,0.37,0.95,,,,0.76,0.661,0.859,0.734,0.629,0.839,"local",""
2020-05-15,2020-09-11T14:50:00.000+02:00,,3937,9,3151,5,786,4,,,,,,,,,,,,,,,,,,,,,,,,,0.80891,0.19109,0.4873,0.5127,,,,,,,46.0,,73873,1704,59481,1275,14392,429,,,,,,,,,,,,,,,,,,,,,,,,,0.814319,0.185681,,,,,,,,,,,0.0053,0.0039,61216,1219,49467,976,11749,243,0.809707,0.190293,0.49,0.51,,,105,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,73,-9,58,-13,15,4,,,,,,,,,,,,,1,0,0,0,1,0,,,,900,2,,137,-8,108,,3695,16,2938,,0.73,0.37,0.96,,,,0.757,0.657,0.856,0.725,0.619,0.831,"local",""
2020-05-16,2020-09-11T14:50:00.000+02:00,,3951,14,3161,10,790,4,,,,,,,,,,,,,,,,,,,,,,,,,0.80735,0.19265,0.4873,0.5127,,,,,,,46.0,,75156,1283,60496,1015,14660,268,,,,,,,,,,,,,,,,,,,,,,,,,0.813785,0.186215,,,,,,,,,,,0.0101,0.0099,62163,947,50203,736,11960,211,0.809224,0.190776,0.49,0.51,,,106,1,1,0,0.64,0.36,0.45,0.55,,,84.0,85.0,,,63,-10,50,-8,13,-2,,,,,,,,,,,,,1,0,0,0,1,0,,,,900,0,,141,4,109,,3703,8,2946,,0.77,0.37,0.97,,,,0.761,0.66,0.861,0.726,0.619,0.833,"local",""
2020-05-17,2020-09-11T14:50:00.000+02:00,,3953,2,3162,1,791,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80821,0.19179,0.4869,0.5131,,,,,,,46.0,,75329,173,60646,150,14683,23,,,,,,,,,,,,,,,,,,,,,,,,,0.813829,0.186171,,,,,,,,,,,0.0116,0.0067,62269,106,50291,88,11978,18,0.809287,0.190713,0.49,0.51,,,106,0,1,0,0.64,0.36,0.45,0.55,,,84.0,85.0,,,54,-9,46,-4,8,-5,,,,,,,,,,,,,1,0,0,0,1,0,,,,905,5,,131,-10,106,,3715,12,2950,,0.8,0.44,1.05,,,,0.797,0.695,0.899,0.756,0.648,0.864,"local",""
2020-05-18,2020-09-11T14:50:00.000+02:00,,3965,12,3174,12,791,0,,,,,,,,,,,,,,,,,,,,,,,,,0.80874,0.19126,0.487,0.513,,,,,,,46.0,,76433,1104,61639,993,14794,111,,,,,,,,,,,,,,,,,,,,,,,,,0.814901,0.185099,,,,,,,,,,,0.0109,0.0121,63094,825,51030,739,12064,86,0.810431,0.189569,0.49,0.51,,,108,2,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,60,6,50,4,10,2,,,,,,,,,,,,,1,0,0,0,1,0,,,,905,0,,138,7,113,,3718,3,2953,,0.85,0.46,1.07,,,,0.789,0.687,0.892,0.749,0.64,0.858,"local",""
2020-05-19,2020-09-14T16:35:00.000+02:00,,3977,12,3181,7,796,5,,,,,,,,0,,,,,,,,,,,,,,,,,0.80861,0.19139,0.4871,0.5129,,,,,,,46.0,,77802,1369,62709,1070,15093,299,,,,,,,,,,,,,,,,,,,,,,,,,0.814296,0.185704,,,,,,,,,,,0.0088,0.0065,64096,1002,51804,774,12292,228,0.809882,0.190118,0.49,0.51,,,108,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,57,-3,51,1,6,-4,,,,,,,,,,,,,1,0,0,0,1,0,,,,906,1,,133,-5,104,,3735,17,2969,,0.88,0.47,1.08,,,,0.797,0.695,0.9,0.772,0.663,0.882,"local",""
2020-05-20,2020-09-14T16:35:00.000+02:00,,3986,9,3188,7,798,2,,,,,,,,0,,,,,,,,,,,,,,,,,0.80854,0.19146,0.4871,0.5129,,,,,,,46.0,,79548,1746,64222,1513,15326,233,,,,,,,,,,,,,,,,,,,,,,,,,0.815432,0.184568,,,,,,,,,,,0.0052,0.0046,65341,1245,52889,1085,12452,160,0.811093,0.188907,0.49,0.51,,,108,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,62,5,56,5,6,0,,,,,,,,,,,,,1,0,0,0,1,0,,,,906,0,,129,-4,101,,3748,13,2979,,0.92,0.55,1.16,,,,0.804,0.701,0.908,0.771,0.662,0.881,"local",""
2020-05-21,2020-09-14T16:35:00.000+02:00,,3987,1,3188,0,799,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80859,0.19141,0.487,0.513,,,,,,,46.0,,80552,1004,65010,788,15542,216,,,,,,,,,,,,,,,,,,,,,,,,,0.779426,0.220574,,,,,,,,,,,0.001,0.0,66097,756,53462,573,12635,183,0.810524,0.189476,0.49,0.51,,,108,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,51,-11,46,-10,5,-1,,,,,,,,,,,,,1,0,0,0,1,0,,,,910,4,,122,-7,96,,3756,8,2984,,0.86,0.54,1.14,,,,0.802,0.699,0.905,0.772,0.662,0.882,"local",""
2020-05-22,2020-09-14T16:35:00.000+02:00,,3996,9,3197,9,799,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80902,0.19098,0.4869,0.5131,,,,,,,46.0,,81956,1404,66211,1201,15745,203,,,,,,,,,,,,,,,,,,,,,,,,,0.815553,0.184447,,,,,,,,,,,0.0064,0.0075,67200,1103,54406,944,12794,159,0.811281,0.188719,0.49,0.51,,,108,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,55,4,47,1,8,3,,,,,,,,,,,,,1,0,0,0,1,0,,,,912,2,,120,-2,100,,3767,11,2989,,0.86,0.48,1.08,,,,0.79,0.686,0.895,0.757,0.647,0.868,"local",""
2020-05-23,2020-09-14T16:35:00.000+02:00,,3998,2,3199,2,799,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80912,0.19088,0.4872,0.5128,,,,,,,46.0,,83490,1534,67422,1211,16068,323,,,,,,,,,,,,,,,,,,,,,,,,,0.815964,0.184036,,,,,,,,,,,0.0013,0.0017,68312,1112,55335,929,12977,183,0.811722,0.188278,0.49,0.51,,,109,1,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,43,-12,36,-11,7,-1,,,,,,,,,,,,,1,0,0,0,1,0,,,,915,3,,112,-8,94,,3776,9,2996,,0.85,0.46,1.07,,,,0.795,0.69,0.9,0.772,0.66,0.883,"local",""
2020-05-24,2020-09-14T16:35:00.000+02:00,,3999,1,3200,1,799,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80917,0.19083,0.4873,0.5127,,,,,,,46.0,,83593,103,67516,94,16077,9,,,,,,,,,,,,,,,,,,,,,,,,,0.816084,0.183916,,,,,,,,,,,0.0097,0.0106,68378,66,55396,61,12982,5,0.811839,0.188161,0.49,0.51,,,109,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,41,-2,37,1,4,-3,,,,,,,,,,,,,1,0,0,0,1,0,,,,915,0,,101,-11,86,,3788,12,3005,,0.82,0.41,1.02,,,,0.783,0.677,0.888,0.763,0.651,0.875,"local",""
2020-05-25,2020-09-14T16:35:00.000+02:00,,4001,2,3202,2,799,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80926,0.19074,0.4873,0.5127,,,,,,,46.0,,84672,1079,68461,945,16211,134,,,,,,,,,,,,,,,,,,,,,,,,,0.816766,0.183234,,,,,,,,,,,0.0019,0.0021,69162,784,56080,684,13082,100,0.812555,0.187445,0.49,0.51,,,109,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,44,3,39,2,5,1,,,,,,,,,,,,,1,0,0,0,1,0,,,,916,1,,101,0,86,,3790,2,3007,,0.8,0.46,1.07,,,,0.777,0.67,0.884,0.759,0.646,0.873,"local",""
2020-05-26,2020-09-14T16:35:00.000+02:00,,4007,6,3207,5,800,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80905,0.19095,0.4869,0.5131,,,,,,,46.0,,86283,1611,69791,1330,16492,281,,,,,,,,,,,,,,,,,,,,,,,,,0.816674,0.183326,,,,,,,,,,,0.0037,0.0038,70409,1247,57087,1007,13322,240,0.812559,0.187441,0.49,0.51,,,110,1,1,0,0.66,0.34,0.44,0.56,,,84.0,85.0,,,50,6,46,7,4,-1,,,,,,,,,,,,,1,0,0,0,1,0,,,,917,1,,100,-1,87,,3796,6,3010,,0.71,0.38,0.98,,,,0.768,0.66,0.876,0.751,0.637,0.865,"local",""
2020-05-27,2020-09-14T16:35:00.000+02:00,,4014,7,3208,1,806,6,,,,,,,,0,,,,,,,,,,,,,,,,,0.80838,0.19162,0.4871,0.5129,,,,,,,46.0,,87690,1407,70996,1205,16694,202,,,,,,,,339,,,,,,,,,,,,,,,,,0.817264,0.182736,,,,,,,,,,,0.005,0.0008,71452,1043,57976,889,13476,154,0.813237,0.186763,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,85.0,,,39,-11,35,-11,4,0,,,,,,,,,,,,,1,0,0,0,1,0,,,,919,2,,97,-3,81,,3806,10,3017,,0.66,0.31,0.91,,,,0.773,0.664,0.882,0.756,0.641,0.871,"local",""
2020-05-28,2020-09-14T16:35:00.000+02:00,,4018,4,3211,3,807,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80808,0.19192,0.4867,0.5133,,,,,,,46.0,,90145,2455,72996,2000,17149,455,,,,,,,,828,,,,,,,,,,,,,,,,,0.816923,0.183077,,,,,,,,,,,0.0016,0.0015,73438,1986,59567,1591,13871,395,0.813041,0.186959,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,85.0,,,34,-5,30,-5,4,0,,,,,,,,,,,,,1,0,0,0,1,0,,,,922,3,,89,-8,75,,3818,12,3026,,0.68,0.25,0.87,,,,0.781,0.67,0.891,0.746,0.63,0.862,"local",""
2020-05-29,2020-09-14T16:35:00.000+02:00,,4022,4,3214,3,808,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80802,0.19198,0.4865,0.5135,,,,,,,46.0,,93232,3087,75200,2204,18032,883,,,,,,,,1541,,,,,,,,,,,,,,,,,0.813537,0.186463,,,,,,,,,,,0.0013,0.0014,76036,2598,61425,1858,14611,740,0.809752,0.190248,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,33,-1,30,0,3,-1,,,,,,,,,,,,,0,-1,0,0,1,0,,,,924,2,,85,-4,74,,3826,8,3030,,0.68,0.25,0.88,,,,0.778,0.667,0.89,0.747,0.63,0.864,"local",""
2020-05-30,2020-09-14T16:35:00.000+02:00,,4024,2,3216,2,808,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80836,0.19164,0.4865,0.5135,,,,,,,46.0,,95688,2456,77216,2016,18472,440,,,,,,,,911,,,,,,,,,,,,,,,,,0.813464,0.186536,,,,,,,,,,,0.0008,0.001,78113,2077,63104,1679,15009,398,0.809757,0.190243,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,31,-2,28,-2,3,0,,,,,,,,,,,,,1,1,0,0,1,0,,,,925,1,,77,-8,70,,3836,10,3036,,0.68,0.26,0.9,,,,0.777,0.665,0.89,0.748,0.63,0.866,"local",""
2020-05-31,2020-09-14T16:35:00.000+02:00,,4025,1,3216,0,809,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80816,0.19184,0.4866,0.5134,,,,,,,46.0,,95915,227,77408,192,18507,35,,,,,,,,0,,,,,,,,,,,,,,,,,0.793555,0.206445,,,,,,,,,,,0.0044,0.0,78275,162,63236,132,15039,30,0.809783,0.190217,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,32,1,29,1,3,0,,,,,,,,,,,,,0,-1,0,0,1,0,,,,927,2,,64,-13,60,,3850,14,3046,,0.68,0.26,0.91,,,,0.775,0.662,0.889,0.75,0.631,0.87,"local",""
2020-06-01,2020-09-14T16:35:00.000+02:00,,4026,1,3217,1,809,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80821,0.19179,0.4868,0.5132,,,,,,,46.0,,96637,722,77829,421,18808,301,,,,,,,,0,,,,,,,,,,,,,,,,,0.811386,0.188614,,,,,,,,,,,0.0014,0.0024,78917,642,63593,357,15324,285,0.807704,0.192296,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,30,-2,26,-3,4,1,,,,,,,,,,,,,0,0,0,0,0,-1,,,,929,2,,62,-2,59,,3853,3,3048,,0.72,0.35,1.0,,,,0.775,0.66,0.89,0.745,0.624,0.866,"local",""
2020-06-02,2020-09-14T16:35:00.000+02:00,,4030,4,3219,2,811,2,,,,,,,,0,,,,,,,,,,,,,,,,,0.8079,0.1921,0.487,0.513,,,,,,,46.0,,99068,2431,79420,1591,19648,840,,,,,,,,1855,,,,,,,,,,,,,,,,,0.806363,0.193637,,,,,,,,,,,0.0016,0.0013,80909,1992,64803,1210,16106,782,0.802678,0.197322,,,,,110,0,1,0,0.66,,0.44,0.56,,,84.0,84.0,,,27,-3,25,-1,2,-2,,,,,,,,,,,,,0,0,0,0,0,0,,,,929,0,,52,-10,47,,3867,14,3062,,0.73,0.32,0.98,,,,0.774,0.658,0.891,0.747,0.625,0.87,"local",""
2020-06-03,2020-09-14T16:35:00.000+02:00,,4034,4,3221,2,813,2,,,,,,,,0,,,,,,,,,,,,,,,,,0.8078,0.1922,0.4871,0.5129,,,,,,,46.0,,101687,2619,81164,1744,20523,875,,,,,,,,1544,,,,,,,,,,,,,,,,,0.801595,0.198405,,,,,,,,,,,0.0015,0.0011,83027,2118,66114,1311,16913,807,0.797908,0.202092,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,25,-2,22,-3,3,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,931,2,,42,-10,41,,3881,14,3070,,0.65,0.22,0.87,,,,0.777,0.66,0.895,0.747,0.623,0.87,"local",""
