"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number_effective_residents","reproduction_number_effective_residents_low","reproduction_number_effective_residents_high","reproduction_number","reproduction_number_low","reproduction_number_high","reproduction_number_residents","reproduction_number_residents_low","reproduction_number_residents_high","state","flags"
2020-06-04,2020-09-14T16:35:00.000+02:00,,4039,5,3225,4,814,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80779,0.19221,0.4868,0.5132,,,,,,,46.0,,104030,2343,82839,1675,21191,668,,,,,,,,2065,,,,,,,,,,,,,,,,,0.799001,0.200999,,,,,,,,,,,0.0021,0.0024,84877,1850,67374,1260,17503,590,0.795303,0.204697,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,23,-2,22,0,1,-2,,,,,,,,,,,,,0,0,0,0,0,0,,,,931,0,,34,-8,34,,3894,13,3081,,0.63,0.21,0.87,,,,0.78,0.662,0.898,0.747,0.622,0.871,"local",""
2020-06-05,2020-09-14T16:35:00.000+02:00,,4041,2,3226,1,815,1,,,,,,,,2,,,,,,,,,,,,,,,,,0.80768,0.19232,0.4867,0.5133,,,,,,,46.0,,108054,4024,85710,2871,22344,1153,,,,,,,,2706,,,,,,,,,,,,,,,,,0.795383,0.204617,,,,,,,,,,,0.0005,0.0003,88293,3416,69783,2409,18510,1007,0.791706,0.208294,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,22,-1,21,-1,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,933,2,,34,0,35,,3896,2,3081,,0.63,0.21,0.88,,,,0.787,0.668,0.906,0.755,0.63,0.881,"local",""
2020-06-06,2020-09-14T16:35:00.000+02:00,,4045,4,3228,2,817,2,,,,,,,,0,,,,,,,,,,,,,,,,,0.80713,0.19287,0.4864,0.5136,,,,,,,46.0,,110390,2336,87531,1821,22859,515,,,,,,,,1933,,,,,,,,,,,,,,,,,0.794733,0.205267,,,,,,,,,,,0.0017,0.0011,90269,1976,71296,1513,18973,463,0.791114,0.208886,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,-6,15,-6,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,934,1,,27,-7,27,,3907,11,3091,,0.68,0.29,0.96,,,,0.781,0.661,0.9,0.75,0.623,0.876,"local",""
2020-06-07,2020-09-14T16:35:00.000+02:00,,4046,1,3229,1,817,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80767,0.19233,0.4865,0.5135,,,,,,,46.0,,111075,685,88037,506,23038,179,,,,,,,,0,,,,,,,,,,,,,,,,,0.794265,0.205735,,,,,,,,,,,0.0015,0.002,90851,582,71715,419,19136,163,0.790649,0.209351,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,21,5,19,4,2,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,935,1,,26,-1,26,,3909,2,3093,,0.68,0.26,0.94,,,,0.792,0.672,0.913,0.754,0.627,0.882,"local",""
2020-06-08,2020-09-14T16:35:00.000+02:00,,4052,6,3233,4,819,2,,,,,,,,0,,,,,,,,,,,,,,,,,0.80746,0.19254,0.4867,0.5133,,,,,,,46.0,,114353,3278,90282,2245,24071,1033,,,,,,,,2790,,,,,,,,,,,,,,,,,0.790248,0.209752,,,,,,,,,,,0.0018,0.0018,93613,2762,73531,1816,20082,946,0.786648,0.213352,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,22,1,20,1,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,935,0,,31,5,29,,3910,1,3094,,0.68,0.24,0.93,,,,0.792,0.67,0.914,0.757,0.628,0.886,"local",""
2020-06-09,2020-09-14T16:35:00.000+02:00,,4055,3,3236,3,819,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80785,0.19215,0.4864,0.5136,,,,,,,46.0,,117968,3615,92886,2604,25082,1011,,,,,,,,2351,,,,,,,,,,,,,,,,,0.787262,0.212738,,,,,,,,,,,0.0008,0.0012,96732,3119,75704,2173,21028,946,0.783704,0.216296,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,-4,17,-3,1,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,938,3,,31,0,29,,3913,3,3097,,0.8,0.33,1.05,,,,0.803,0.68,0.925,0.767,0.637,0.896,"local",""
2020-06-10,2020-09-14T16:35:00.000+02:00,,4062,7,3240,4,822,3,,,,,,,,0,,,,,,,,,,,,,,,,,0.80775,0.19225,0.4862,0.5138,,,,,,,46.0,,123212,5244,97376,4490,25836,754,,,,,,,,3946,,,,,,,,,,,,,,,,,0.7900472,0.2099528,,,,,,,,,,,0.0013,0.0009,101330,4598,79606,3902,21724,696,0.786681,0.213319,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,0,17,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,940,2,,33,2,28,,3918,5,3102,,0.8,0.35,1.07,,,,0.799,0.676,0.922,0.769,0.639,0.899,"local",""
2020-06-11,2020-09-17T17:00:00.000+02:00,,4065,3,3241,1,824,2,,,,,,,,0,,,,,,,,,,,,,,,,,0.8074,0.1926,0.486,0.514,,,,,,,46.0,,128022,4810,101403,4027,26619,783,,,,,,,,5372,,,,,,,,,,,,,,,,,0.7917792,0.2082208,,,,,,,,,,,0.0006,0.0002,105501,4171,83080,3474,22421,697,0.7507877,0.2492123,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,-2,16,-1,0,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,941,1,,28,-5,27,,3926,8,3104,,0.8,0.37,1.09,,,,0.813,0.689,0.937,0.777,0.646,0.907,"local",""
2020-06-12,2020-09-17T17:00:00.000+02:00,,4069,4,3243,2,826,2,,,,,,,,4,,,,,,,,,,,,,,,,,0.80679,0.19321,0.4857,0.5143,,,,,,,45.0,,135574,7552,107353,5950,28221,1602,,,,,,,,5997,,,,,,,,,,,,,,,,,0.7912139,0.2087861,,,,,,,,,,,0.0005,0.0003,112098,6597,88238,5158,23860,1439,0.7881647,0.2118353,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,19,3,19,3,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,941,0,,29,1,26,,3929,3,3107,,0.8,0.38,1.1,,,,0.807,0.683,0.932,0.768,0.637,0.899,"local",""
2020-06-13,2020-09-17T17:00:00.000+02:00,,4077,8,3251,8,826,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80713,0.19287,0.4858,0.5142,,,,,,,45.0,,139502,3928,110725,3372,28777,556,,,,,,,,3719,,,,,,,,,,,,,,,,,0.7929921,0.2070079,,,,,,,,,,,0.002,0.0024,115510,3412,91142,2904,24368,508,0.7900286,0.2099714,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,-3,15,-4,1,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,945,4,,31,2,29,,3935,6,3112,,0.84,0.4,1.12,,,,0.808,0.684,0.933,0.767,0.636,0.899,"local",""
2020-06-14,2020-09-17T17:00:00.000+02:00,,4079,2,3253,2,826,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80722,0.19278,0.4856,0.5144,,,,,,,45.0,,140267,765,111391,666,28876,99,,,,,,,,0,,,,,,,,,,,,,,,,,0.7933481,0.2066519,,,,,,,,,,,0.0026,0.003,116130,620,91675,533,24455,87,0.7461197,0.2096011,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,14,-2,13,-2,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,946,1,,31,0,29,,3937,2,3114,,0.92,0.45,1.19,,,,0.842,0.717,0.968,0.808,0.675,0.941,"local",""
2020-06-15,2020-09-17T17:00:00.000+02:00,,4085,6,3258,5,827,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80712,0.19288,0.4856,0.5144,,,,,,,45.0,,146547,6280,116175,4784,30372,1496,,,,,,,,6185,,,,,,,,,,,,,,,,,0.7911766,0.2088234,,,,,,,,,,,0.001,0.001,121598,5468,95748,4073,25850,1395,0.7684587,0.2116924,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,4,16,3,2,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,946,0,,35,4,34,,3939,2,3114,,0.92,0.48,1.21,,,,0.845,0.719,0.971,0.815,0.681,0.948,"local",""
2020-06-16,2020-09-17T17:00:00.000+02:00,,4095,10,3265,7,830,3,,,,,,,12,4,,,,,,,,,,,,,,,,,0.80661,0.19339,0.4852,0.5148,,,,,,,45.0,,152665,6118,121014,4839,31651,1279,,,,,,,,5364,,,,,,,,,,,,,,,,,0.7905103,0.2094897,,,,,,,,,,,0.0016,0.0014,126845,5247,99813,4065,27032,1182,0.7877346,0.2122654,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,0,17,1,1,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,946,0,,43,8,39,,3941,2,3116,,0.92,0.53,1.25,,,,0.846,0.72,0.972,0.818,0.685,0.951,"local",""
2020-06-17,2020-09-17T17:00:00.000+02:00,,4098,3,3266,1,832,2,,,,,,,,2,,,,,,,,,,,,,,,,,0.8064,0.1936,0.4855,0.5145,,,,,,,45.0,,160081,7416,127257,6243,32824,1173,,,,,,,,5729,,,,,,,,,,,,,,,,,0.7927718,0.2072282,,,,,,,,,,,0.0004,0.0002,133296,6451,105213,5400,28083,1051,0.7272247,0.2727753,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,-3,13,-4,2,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,947,1,,41,-2,37,,3946,5,3119,,1.03,0.55,1.28,,,,0.866,0.74,0.991,0.832,0.699,0.965,"local",""
2020-06-18,2020-09-17T17:00:00.000+02:00,,4105,7,3272,6,833,1,,,,,,,,1,,,,,,,,,,,,,,,,,0.80678,0.19322,0.4855,0.5145,,,,,,,45.0,,167501,7420,133416,6159,34085,1261,,,,,,,,7365,,,,,,,,,,,,,,,,,0.7940566,0.2059434,,,,,,,,,,,0.0009,0.001,139765,6469,110521,5308,29244,1161,0.7915546,0.2084454,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,17,2,15,2,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,948,1,,44,3,41,,3950,4,3121,,0.93,0.5,1.21,,,,0.85,0.725,0.976,0.812,0.68,0.945,"local",""
2020-06-19,2020-09-17T17:00:00.000+02:00,,4114,9,3281,9,833,0,,,,,,,,1,,,,,,,,,,,,,,,,,0.80731,0.19269,0.4848,0.5152,,,,,,,45.0,,176001,8500,140214,6798,35787,1702,,,,,,,,7781,,,,,,,,,,,,,,,,,0.7939575,0.2060425,,,,,,,,,,,0.0011,0.0013,147138,7373,116361,5840,30777,1533,0.7915717,0.2084283,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,-2,14,-1,1,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,948,0,,45,1,43,,3958,8,3128,,1.01,0.6,1.31,,,,0.857,0.731,0.982,0.823,0.69,0.956,"local",""
2020-06-20,2020-09-17T17:00:00.000+02:00,,4131,17,3294,13,837,4,,,,,,,,1,,,,,,,,,,,,,,,,,0.80728,0.19272,0.4848,0.5152,,,,,,,45.0,,182381,6380,145616,5402,36765,978,,,,,,,,5663,,,,,,,,,,,,,,,,,0.7956142,0.2043858,,,,,,,,,,,0.0027,0.0024,152735,5597,121054,4693,31681,904,0.7933211,0.2066789,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,0,14,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,949,1,,58,13,53,,3962,4,3131,,1.0,0.55,1.26,,,,0.87,0.744,0.996,0.846,0.713,0.979,"local",""
2020-06-21,2020-09-17T17:00:00.000+02:00,,4131,0,3294,0,837,0,,,,,,,,0,,,,,,,,,,,,,,,,,0.80709,0.19291,0.4848,0.5152,,,,,,,45.0,,182987,606,146120,504,36867,102,,,,,,,,0,,,,,,,,,,,,,,,,,0.7956643,0.2043357,,,,,,,,,,,0.0,0.0,153208,473,121438,384,31770,89,0.7738137,0.2066224,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,3,16,2,2,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,950,1,,55,-3,52,,3965,3,3132,,1.13,0.71,1.41,,,,0.948,0.822,1.074,0.914,0.781,1.047,"local",""
2020-06-22,2020-09-17T17:00:00.000+02:00,,4146,15,3306,12,840,3,,,,,,,,4,,,,,,,,,,,,,,,,,0.80619,0.19381,0.4848,0.5152,,,,,,,45.0,,190464,7477,152180,6060,38284,1417,,,,,,,,5850,,,,,,,,,,,,,,,,,0.7956747,0.2043253,,,,,,,,,,,0.002,0.002,159588,6380,126514,5076,33074,1304,0.7763121,0.2065377,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,17,-1,16,0,1,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,950,0,,70,15,64,,3965,0,3132,,1.06,0.68,1.36,,,,0.915,0.789,1.04,0.885,0.752,1.017,"local",""
2020-06-23,2020-09-17T17:00:00.000+02:00,,4149,3,3308,2,841,1,,,,,,,,0,,,,,,,,,,,,,,,,,0.80797,0.19203,0.4846,0.5154,,,,,,,45.0,,190628,164,152319,139,38309,25,,,,,,,,0,,,,,,,,,,,,,,,,,0.7957024,0.2042976,,,,,,,,,,,0.0183,0.0144,159683,95,126594,80,33089,15,0.7934903,0.2065097,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,13,-4,13,-3,0,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,950,0,,67,-3,62,,3971,6,3136,,1.13,0.8,1.47,,,,0.938,0.814,1.063,0.907,0.776,1.039,"local",""
2020-06-24,2020-09-17T17:00:00.000+02:00,,4162,13,3321,13,841,0,,,,,,,,3,,,,,,,,,,,,,,,,,0.808,0.192,0.4845,0.5155,,,,,,,45.0,,196869,6241,156999,4680,39870,1561,,,,,,,,5029,,,,,,,,,,,,,,,,,0.7934784,0.2065216,,,,,,,,,,,0.0021,0.0028,165004,5321,130461,3867,34543,1454,0.7913008,0.2086992,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,2,15,2,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,951,1,,77,10,72,,3974,3,3139,,1.09,0.68,1.34,,,,0.935,0.811,1.06,0.902,0.771,1.033,"local",""
2020-06-25,2020-09-17T17:00:00.000+02:00,,4182,20,3340,19,842,1,,,,,,,,5,,,,,,,,,,,,,,,,,0.80901,0.19099,0.4852,0.5148,,,,,,,45.0,,203390,6521,162280,5281,41110,1240,,,,,,,,4777,,,,,,,,,,,,,,,,,0.7935305,0.2064695,,,,,,,,,,,0.0031,0.0036,170228,5224,134606,4145,35622,1079,0.7913653,0.2086347,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,14,-1,13,-2,1,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,952,1,,87,10,84,,3984,10,3146,,1.13,0.74,1.39,,,,0.945,0.821,1.069,0.925,0.795,1.055,"local",""
2020-06-26,2020-09-17T17:00:00.000+02:00,,4226,44,3381,41,845,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210586,7196,168426,6146,42160,1050,,,,,,,,6431,,,,,,,,,,,,,,,,,0.7951996,0.2048004,,,,,,,,,,,0.0061,0.0067,175954,5726,139445,4839,36509,887,0.7931062,0.2068938,,,,,110,0,1,0,,,,,,,,,,,9,-5,8,-5,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,127,40,123,,3988,4,3148,,1.2,0.88,1.51,,,,0.977,0.854,1.1,0.965,0.835,1.094,"local",""
2020-06-27,2020-09-17T17:00:00.000+02:00,,4258,32,3411,30,847,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216716,6130,173956,5530,42760,600,,,,,,,,5296,,,,,,,,,,,,,,,,,0.7978468,0.2021532,,,,,,,,,,,0.0052,0.0054,180949,4995,143896,4451,37053,544,0.7958226,0.2041774,,,,,110,0,1,0,,,,,,,,,,,13,4,12,4,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,152,25,149,,3995,7,3152,,1.5,1.05,1.66,,,,1.08,0.958,1.202,1.077,0.949,1.204,"local",""
2020-06-28,2020-09-17T17:00:00.000+02:00,,4271,13,3421,10,850,3,,,,,,,,0,,,,,,,,,,,,,,,,,0.81133,0.18867,0.4853,0.5147,,,,,,,45.0,,217756,1040,174886,930,42870,110,,,,,,,,0,,,,,,,,,,,,,,,,,0.798242,0.201758,,,,,,,,,,,0.0125,0.0108,181700,751,144567,671,37133,80,0.7804026,0.2037761,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,11,-2,9,-3,2,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,954,,,157,5,151,,4003,8,3160,,1.44,1.12,1.69,,,,1.163,1.044,1.283,1.166,1.041,1.291,"local",""
2020-06-29,2020-09-17T17:00:00.000+02:00,,4324,53,3465,44,859,9,,,,,,,,8,,,,,,,,,,,,,,,,,0.80786,0.19214,0.4848,0.5152,,,,,,,45.0,,227328,9572,183527,8641,43801,931,,,,,,,,8118,,,,,,,,,,,,,,,,,0.8021544,0.1978456,,,,,,,,,,,0.0055,0.0051,189109,7409,151220,6653,37889,756,0.8002266,0.1997734,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,5,14,5,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,955,1,,208,51,193,,4005,2,3162,,1.45,1.14,1.68,,,,1.175,1.056,1.295,1.168,1.044,1.292,"local",""
2020-06-30,2020-09-17T17:00:00.000+02:00,,4353,29,3489,24,864,5,,,,,,,,13,,,,,,,,,,,,,,,,,0.81174,0.18826,0.4842,0.5158,,,,,,,45.0,,236075,8747,191259,7732,44816,1015,,,,,,,,6533,,,,,,,,,,,,,,,,,0.8045633,0.1954367,,,,,,,,,,,0.0033,0.0031,195835,6726,157084,5864,38751,862,0.7903828,0.1972878,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,2,16,2,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,955,0,,232,24,213,,4010,5,3166,,1.5,1.25,1.76,,,,1.224,1.109,1.339,1.203,1.084,1.323,"local",""
2020-07-01,2020-09-17T17:00:00.000+02:00,,4408,55,3540,51,868,4,,,,,,,,3,,,,,,,,,,,,,,,,,0.81274,0.18726,0.4837,0.5163,,,,,,,45.0,,247190,11115,201425,10166,45765,949,,,,,,,,8796,,,,,,,,,,,,,,,,,0.8090082,0.1909918,,,,,,,,,,,0.0049,0.005,204492,8657,164958,7874,39534,783,0.8072566,0.1927434,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,-2,14,-2,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,956,1,,278,46,258,,4019,9,3172,,1.54,1.3,1.78,,,,1.183,1.072,1.295,1.162,1.046,1.278,"local",""
2020-07-02,2020-09-17T17:00:00.000+02:00,,4461,53,3583,43,878,10,,,,,,,,4,,,,,,,,,,,,,,,,,0.81268,0.18732,0.4825,0.5175,,,,,,,45.0,,259405,12215,212508,11083,46897,1132,,,,,,,,10215,,,,,,,,,,,,,,,,,0.8131232,0.1868768,,,,,,,,,,,0.0043,0.0039,214016,9524,173542,8584,40474,940,0.8114762,0.1885238,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,22,6,19,5,3,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,956,0,,327,49,298,,4023,4,3175,,1.57,1.3,1.76,,,,1.218,1.109,1.328,1.205,1.091,1.32,"local",""
2020-07-03,2020-09-17T17:00:00.000+02:00,,4491,30,3611,28,880,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271515,12110,223038,10530,48477,1580,,,,,,,,10865,,,,,,,,,,,,,,,,,0.815146,0.184854,,,,,,,,,,,0.0025,0.0027,223347,9331,181581,8039,41766,1292,0.8135776,0.1864224,,,,,110,0,1,0,,,,,,,,,,,17,-5,14,-5,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,350,23,319,,4030,7,3182,,1.59,1.33,1.76,,,,1.231,1.123,1.339,1.208,1.096,1.32,"local",""
2020-07-04,2020-09-17T17:00:00.000+02:00,,4546,55,3660,49,886,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280258,8743,230827,7789,49431,954,,,,,,,,7293,,,,,,,,,,,,,,,,,0.8172296,0.1827704,,,,,,,,,,,0.0063,0.0063,230189,6842,187638,6057,42551,785,0.8157179,0.1842821,,,,,110,0,1,0,,,,,,,,,,,24,7,21,7,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,395,45,358,,4040,10,3192,,1.4,1.12,1.54,,,,1.189,1.083,1.295,1.174,1.063,1.284,"local",""
2020-07-05,2020-09-17T17:00:00.000+02:00,,4561,15,3672,12,889,3,,,,,,,,0,,,,,,,,,,,,,,,,,0.81462,0.18538,0.4799,0.5201,,,,,,,44.0,,281476,1218,231838,1011,49638,207,,,,,,,,0,,,,,,,,,,,,,,,,,0.8172679,0.1827321,,,,,,,,,,,0.0123,0.0119,231089,900,188378,740,42711,160,0.8157608,0.1842392,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,20,-4,17,-4,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,959,,,393,-2,357,,4057,17,3205,,1.4,1.11,1.52,,,,1.211,1.106,1.316,1.196,1.087,1.305,"local",""
2020-07-06,2020-09-17T17:00:00.000+02:00,,4619,58,3720,48,899,10,,,,,,,268,12,,,,,,,,,,,,,,,,,0.81273,0.18727,0.4797,0.5203,,,,,,,44.0,,293841,12365,241811,9973,52030,2392,,,,,,,,10226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047,0.0048,240467,9378,195759,7381,44708,1997,0.7848079,0.2151921,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,22,2,19,2,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,961,2,,451,58,405,,4057,0,3205,,1.3,1.05,1.45,,,,1.211,1.106,1.317,1.193,1.084,1.302,"local",""
2020-07-07,2020-09-17T17:00:00.000+02:00,,4680,61,3772,52,908,9,,,,,,,,5,,,,,,,,,,,,,,,,,0.8157,0.1843,0.4793,0.5207,,,,,,,44.0,,305693,11852,251313,9502,54380,2350,,,,,,,,9769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051,0.0055,249694,9227,203013,7254,46681,1973,0.7943903,0.2056097,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,24,2,23,4,1,-2,,,,,,,,,,,,,0,0,0,0,0,0,,,,962,1,,496,45,444,,4073,16,3218,,1.25,0.99,1.39,,,,1.226,1.123,1.329,1.202,1.095,1.308,"local",""
2020-07-08,2020-09-17T17:00:00.000+02:00,,4739,59,3823,51,916,8,,,,,,,,28,,,,,,,,,,,,,,,,,0.8167,0.1833,0.4798,0.5202,,,,,,,44.0,,319109,13416,262632,11319,56477,2097,,,,,,,,11063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0044,0.0045,259940,10246,211532,8519,48408,1727,0.7948918,0.2051082,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,26,2,24,1,2,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,966,4,,552,56,493,,4076,3,3220,,1.29,1.06,1.45,,,,1.236,1.135,1.337,1.211,1.106,1.317,"local",""
