"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","state","flags"
2020-09-24,2020-10-09T17:20:00.000+02:00,,10061,91,8233,76,1828,15,,,5042,40,,,,,608,17,,,,,325,1,,,,,2258,18,,,,,,,,,,,,,,,964768,7329,806917,6074,157851,1255,,,226049,2102,,,,,506833,2780,,,,,34060,352,,,,,39221,819,,,,,,,,,,,,,,,0.0126,0.0125,,,423338,1133,,,,,0.49,0.51,,,125,0,1,0,0.68,0.32,0.46,0.54,,,,,,,19,-7,18,-5,1,-2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1133,,,,6975,,"local",""
2020-09-25,2020-10-09T17:20:00.000+02:00,,10150,89,8316,83,1834,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972051,7283,813020,6103,159031,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136,,,424379,1041,,,,,,,,,125,0,1,0,,,,,,,,,,,25,6,24,6,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1146,,,,7045,,"local",""
2020-09-26,2020-10-09T17:20:00.000+02:00,,10201,51,8362,46,1839,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978405,6354,818340,5320,160065,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,,,425290,911,,,,,,,,,125,0,1,0,,,,,,,,,,,30,5,27,3,3,2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1155,,,,7082,,"local",""
2020-09-27,2020-10-09T17:20:00.000+02:00,,10215,14,8376,14,1839,0,,,5108,7,,,,,608,0,,,,,336,2,,,,,2324,5,,,,,,,,,,,,,,,979395,990,819046,706,160349,284,,,230760,406,,,,,512057,0,,,,,34832,216,,,,,40731,84,,,,,,,,,,,,,,,0.019799999999999998,0.0198,,,425481,191,,,,,0.49,0.51,,,125,0,1,0,0.68,0.32,0.46,0.54,,,,,,,36,6,33,6,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1123,,,,7128,,"local",""
2020-09-28,2020-10-09T17:20:00.000+02:00,,10283,68,8431,55,1852,13,,,5136,29,,,,,615,7,,,,,336,1,,,,,2344,18,,,,,,,,,,,,,,,985772,6377,824495,5449,161277,928,,,232870,2087,,,,,514366,2289,,,,,35099,264,,,,,41517,768,,,,,,,,,,,,,,,0.0102,0.0101,,,426421,940,,,,,0.49,0.51,,,125,0,1,0,0.68,0.32,0.46,0.54,,,,,,,34,-2,30,-3,4,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1171,,,,7135,,"local",""
2020-09-29,2020-10-09T17:20:00.000+02:00,,10369,86,8509,78,1860,8,,,5177,44,,,,,624,10,,,,,342,6,,,,,2366,18,,,,,,,,,,,,,,,994336,8564,831607,7112,162729,1452,,,240113,2334,,,,,513060,3583,,,,,35552,456,,,,,42233,699,,,,,,,,,,,,,,,0.011000000000000001,0.011,,,427608,1187,,,,,0.49,0.51,,,125,0,1,0,0.68,0.32,0.46,0.54,,,,,,,30,-4,25,-5,5,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1211,,,,7173,,"local",""
2020-09-30,2020-10-09T17:20:00.000+02:00,,10463,94,8595,86,1868,8,,,5213,41,,,,,635,14,,,,,343,2,,,,,2404,29,,,,,,,,,,,,,,,1001525,7189,837670,6063,163855,1126,,,242361,2219,,,,,515809,2727,,,,,35951,398,,,,,42947,695,,,,,,,,,,,,,,,0.014199999999999999,0.0142,,,428704,1096,,,,,0.49,0.51,,,125,0,1,0,0.68,0.32,0.46,0.54,,,,,,,30,0,25,0,5,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1191,,,,7279,,"local",""
2020-10-01,2020-10-09T17:20:00.000+02:00,,10608,145,8718,123,1890,22,,,5261,55,,,,,641,9,,,,,352,9,,,,,2455,42,,,,,,,,,,,,,,,1009928,8403,844758,7088,165170,1315,,,244819,2376,,,,,518824,3016,,,,,36259,309,,,,,43657,679,,,,,,,,,,,,,,,0.018000000000000002,0.0174,,,429961,1257,,,,,0.49,0.51,,,125,0,1,0,0.68,0.32,0.46,0.54,,,,,,,28,-2,25,0,3,-2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1166,,,,7427,,"local",""
2020-10-02,2020-10-09T17:20:00.000+02:00,,10714,106,8806,88,1908,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017844,7916,851190,6432,166654,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137,,,431166,1205,,,,,,,,,126,1,1,0,,,,,,,,,,,27,-1,23,-2,4,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1075,,,,7605,,"local",""
2020-10-03,2020-10-09T17:20:00.000+02:00,,10818,104,8899,93,1919,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024388,6544,856707,5517,167681,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0169,,,432087,921,,,,,,,,,126,0,1,0,,,,,,,,,,,27,0,25,2,2,-2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1083,,,,7690,,"local",""
2020-10-04,2020-10-09T17:20:00.000+02:00,,10848,30,8925,26,1923,4,,,5343,16,,,,,666,2,,,,,356,1,,,,,2560,7,,,,,,,,,,,,,,,1025619,1231,857716,1009,167903,222,,,249611,327,,,,,524860,21,,,,,37147,14,,,,,45180,62,,,,,,,,,,,,,,,0.0613,0.0258,,,432293,206,,,,,0.49,0.51,,,127,1,1,0,0.69,0.31,0.46,0.54,,,,,,,28,1,26,1,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1006,,,,7792,,"local",""
2020-10-05,2020-10-09T17:20:00.000+02:00,,10922,74,8979,54,1943,20,,,5356,17,,,,,672,7,,,,,360,4,,,,,2591,26,,,,,,,,,,,,,,,1031946,6327,862989,5273,168957,1054,,,251612,1948,,,,,527125,1938,,,,,38048,654,,,,,45972,723,,,,,,,,,,,,,,,0.0103,0.0102,,,433280,987,,,,,0.49,0.51,,,128,1,1,0,0.69,0.31,0.46,0.54,,,,,,,35,7,34,8,1,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1049,,,,7802,,"local",""
2020-10-06,2020-10-09T17:20:00.000+02:00,,,,9122,143,,,,,5421,70,,,,,688,16,,,,,362,2,,,,,2648,52,,,,,,,,,,,,,,,,,869612,6623,,,,,254319,2686,,,,,529751,2612,,,,,38425,377,,,,,46917,926,,,,,,,,,,,,,,,0.0212,0.0216,,,434468,1188,,,,,0.49,0.51,,,128,0,1,0,0.69,0.31,0.46,0.54,,,,,,,35,0,33,-1,2,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1094,,,,7900,,"local",""
2020-10-07,2020-10-09T17:20:00.000+02:00,,,,9219,97,,,,,5468,53,,,,,703,14,,,,,365,3,,,,,2683,27,,,,,,,,,,,,,,,,,876457,6845,,,,,256734,2341,,,,,533239,3446,,,,,38661,230,,,,,47805,828,,,,,,,,,,,,,,,0.0142,0.0142,,,435575,1107,,,,,0.49,0.51,,,129,1,1,0,0.7,0.3,0.45,0.55,,,,,,,31,-4,29,-4,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1117,,,,7973,,"local",""
2020-10-08,2020-10-09T17:24:00.000+02:00,,,,9360,141,,,,,5577,111,,,,,720,17,,,,,368,3,,,,,2695,10,,,,,,,,,,,,,,,,,883804,7347,,,,,259002,2270,,,,,537098,3856,,,,,38856,194,,,,,48848,1027,,,,,,,,,,,,,,,0.0192,0.0192,,,436737,1162,,,,,0.49,0.51,,,130,1,1,0,0.69,0.31,0.45,0.55,,,,,,,31,0,30,1,1,-1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1192,,,,8038,,"local",""
