"date","date_published","cases","cases_residents","cases_nonresidents","cases_new","cases_residents_new","cases_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","active","active_change","recovered","recovered_new","tests","tests_residents","tests_nonresidents","tests_new","tests_residents_new","tests_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_normal","hospital_intensive","hospital_total_transfer","hospital_normal_transfer","hospital_intensive_transfer","hospital_total_change","hospital_normal_change","hospital_intensive_change","hospital_total_transfer_change","hospital_normal_transfer_change","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-05-29,2020-05-30T17:30:00.000+02:00,4016,3245,771,4,3,1,0.80802,0.19198,0.4865,0.5135,,,46.0,83,-4,3823,8,74366,58886,15480,1370,1078,292,0.79184,0.20816,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,36,32,4,0,0,0,2,2,0,-1,0,-1,,,,,924,2,,,0.79,,,0.997,,,"local",""
2020-05-30,2020-05-31T17:35:00.000+02:00,4018,3248,770,2,3,-1,0.80836,0.19164,0.4865,0.5135,,,46.0,75,-8,3833,10,75432,59847,15585,1066,961,105,0.79339,0.20661,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,33,30,3,1,0,1,-3,-2,-1,1,0,1,,,,,925,1,,,0.79,,,0.997,,,"local",""
2020-05-31,2020-06-01T17:30:00.000+02:00,4019,3248,771,1,0,1,0.80816,0.19184,0.4866,0.5134,,,46.0,64,-11,3845,12,75594,59988,15606,162,141,21,0.793555,0.206445,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,35,31,4,0,0,0,2,1,1,-1,0,-1,,,,,927,2,,,0.79,,,0.997,,,"local",""
2020-06-01,2020-06-02T17:30:00.000+02:00,4020,3249,771,1,1,0,0.80821,0.19179,0.4868,0.5132,,,46.0,62,-2,3848,3,78026,61617,16409,2432,1629,803,0.789698,0.210302,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,32,28,4,0,0,0,-3,-3,0,0,0,0,,,,,929,2,,,0.79,,,0.997,,,"local",""
2020-06-02,2020-06-03T17:34:00.000+02:00,4024,3251,773,4,2,2,0.8079,0.1921,0.487,0.513,,,46.0,53,-9,3861,13,79484,62102,17382,1458,485,973,0.781314,0.218686,,,,,110,0,1,0,0.66,,0.44,0.56,,,84.0,84.0,,,33,31,2,0,0,0,1,3,-2,0,0,0,,,,,929,0,,,0.52,,,0.997,,,"local",""
2020-06-03,2020-06-04T17:30:00.000+02:00,4027,3253,774,3,2,1,0.8078,0.1922,0.4871,0.5129,,,46.0,43,-10,3874,13,82377,63476,18901,2893,1374,1519,0.770555,0.229445,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,31,28,3,0,0,0,-2,-3,1,0,0,0,,,,,931,2,,,0.52,,,0.997,,,"local",""
2020-06-04,2020-06-05T17:30:00.000+02:00,4032,3257,775,5,4,1,0.80779,0.19221,0.4868,0.5132,,,46.0,37,-6,3885,11,83673,65141,18532,1296,1665,-369,0.778519,0.221481,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,31,29,2,0,0,0,0,1,-1,0,0,0,,,,,931,0,,,0.52,,,0.997,,,"local",""
2020-06-05,2020-06-06T17:30:00.000+02:00,4035,3259,776,3,2,1,0.80768,0.19232,0.4867,0.5133,,,46.0,37,0,3888,3,84934,66072,18862,1261,931,330,0.777922,0.222078,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,30,29,1,0,0,0,-1,0,-1,0,0,0,,,,,933,2,,,0.64,,,0.997,,,"local",""
2020-06-06,2020-06-07T17:30:00.000+02:00,4039,3260,779,4,1,3,0.80713,0.19287,0.4864,0.5136,,,46.0,30,-7,3899,11,88051,67412,20639,3117,1340,1777,0.765602,0.234398,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,24,23,1,0,0,0,-6,-6,0,0,0,0,,,,,934,1,,,0.78,,,0.997,,,"local",""
2020-06-07,2020-06-08T17:30:00.000+02:00,4040,3263,777,1,3,-2,0.80767,0.19233,0.4865,0.5135,,,46.0,29,-1,3901,2,88234,68465,19769,183,1053,-870,0.775948,0.224052,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,28,26,2,0,0,0,4,3,1,0,0,0,,,,,935,1,,,0.78,,,0.997,,,"local",""
2020-06-08,2020-06-09T17:30:00.000+02:00,4046,3267,779,6,4,2,0.80746,0.19254,0.4867,0.5133,,,46.0,34,5,3902,1,88914,68995,19919,680,530,150,0.775975,0.224025,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,29,27,2,0,0,0,1,1,0,0,0,0,,,,,935,0,,,0.78,,,0.997,,,"local",""
2020-06-09,2020-06-10T19:15:00.000+02:00,4049,3271,778,3,4,-1,0.80785,0.19215,0.4864,0.5136,,,46.0,35,1,3904,2,91203,70719,20484,2289,1724,565,0.775402,0.224598,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,25,24,1,0,0,0,-4,-3,-1,0,0,0,,,,,938,3,,,0.77,,,0.997,,,"local",""
2020-06-10,2020-06-11T17:30:00.000+02:00,4052,3273,779,3,2,1,0.80775,0.19225,0.4862,0.5138,,,46.0,32,-3,3910,6,98232,72370,25862,7029,1651,5378,0.736725,0.263275,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,17,1,0,0,0,-7,-7,0,0,0,0,,,,,940,2,,,0.81,,,0.997,,,"local",""
2020-06-11,2020-06-12T17:30:00.000+02:00,4055,3274,781,3,1,2,0.8074,0.1926,0.486,0.514,,,46.0,27,-5,3918,8,101877,76488,25389,3645,4118,-473,0.7507877,0.2492123,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,16,0,0,0,0,-2,-1,-1,0,0,0,,,,,941,1,,,0.75,,,0.997,,,"local",""
2020-06-12,2020-06-13T17:30:00.000+02:00,4063,3278,785,8,4,4,0.80679,0.19321,0.4857,0.5143,,,45.0,31,4,3922,4,106062,81894,24168,4185,5406,-1221,0.7721333,0.2278667,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,19,19,0,0,0,0,3,3,0,0,0,0,,,,,941,0,,,0.85,,,0.997,,,"local",""
2020-06-13,2020-06-14T17:30:00.000+02:00,4070,3285,785,7,7,0,0.80713,0.19287,0.4858,0.5142,,,45.0,31,0,3929,7,106604,82575,24029,542,681,-139,0.7745957,0.2254043,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,15,1,0,0,0,-3,-4,1,0,0,0,,,,,945,4,,,0.85,,,0.997,,,"local",""
2020-06-14,2020-06-15T17:30:00.000+02:00,4072,3287,785,2,2,0,0.80722,0.19278,0.4856,0.5144,,,45.0,31,0,3931,2,110946,82779,28167,4342,204,4138,0.7461197,0.2538803,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,13,12,1,0,0,0,-3,-3,0,0,0,0,,,,,946,1,,,0.93,,,0.997,,,"local",""
2020-06-15,2020-06-16T18:45:00.000+02:00,4075,3289,786,3,2,1,0.80712,0.19288,0.4856,0.5144,,,45.0,32,1,3933,2,116869,89809,27060,5923,7030,-1107,0.7684587,0.2315413,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,16,15,1,0,0,0,3,3,0,0,0,0,,,,,946,0,,,0.86,,,0.997,,,"local",""
2020-06-16,2020-06-17T17:30:00.000+02:00,4085,3295,790,10,6,4,0.80661,0.19339,0.4852,0.5148,,,45.0,40,8,3935,2,124071,94036,30035,7202,4227,2975,0.7579209,0.2420791,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,17,1,0,0,0,2,2,0,0,0,0,,,,,946,0,,,0.86,,,0.997,,,"local",""
2020-06-17,2020-06-18T17:45:00.000+02:00,4091,3299,792,6,4,2,0.8064,0.1936,0.4855,0.5145,,,45.0,41,1,3940,5,132501,96358,36143,8430,2322,6108,0.7272247,0.2727753,0.49,0.51,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,13,2,0,0,0,-3,-4,1,0,0,0,,,,,947,1,,,0.86,,,0.997,,,"local",""
2020-06-18,2020-06-19T17:30:00.000+02:00,4099,3307,792,8,8,0,0.80678,0.19322,0.4855,0.5145,,,45.0,45,4,3944,4,138497,104984,33513,5996,8626,-2630,0.7580236,0.2419764,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,17,15,2,0,0,0,2,2,0,0,0,0,,,,,948,1,,,1.02,,,0.993,,,"local",""
2020-06-19,2020-06-20T17:30:00.000+02:00,4105,3314,791,6,7,-1,0.80731,0.19269,0.4848,0.5152,,,45.0,44,-1,3951,7,144103,110987,33116,5606,6003,-397,0.7701922,0.2298078,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,14,14,0,0,0,0,-3,-1,-2,0,0,0,,,,,948,0,,,1.02,,,0.993,,,"local",""
2020-06-20,2020-06-21T17:30:00.000+02:00,4120,3326,794,15,12,3,0.80728,0.19272,0.4848,0.5152,,,45.0,54,10,3956,5,148014,115549,32465,3911,4562,-651,0.7806626,0.2193374,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,14,1,0,0,0,1,0,1,0,0,0,,,,,949,1,,,1.02,,,0.993,,,"local",""
2020-06-21,2020-06-22T17:30:00.000+02:00,4121,3326,795,1,0,1,0.80709,0.19291,0.4848,0.5152,,,45.0,52,-2,3959,3,149368,115583,33785,1354,34,1320,0.7738137,0.2261863,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,18,16,2,0,0,0,3,2,1,0,0,0,,,,,950,1,,,1.02,,,0.993,,,"local",""
2020-06-22,2020-06-23T17:30:00.000+02:00,4133,3332,801,12,6,6,0.80619,0.19381,0.4848,0.5152,,,45.0,64,12,3959,0,154881,120236,34645,5513,4653,860,0.7763121,0.2236879,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,17,16,1,0,0,0,-1,0,-1,0,0,0,,,,,950,0,,,1.49,,,0.993,,,"local",""
2020-06-23,2020-06-24T17:30:00.000+02:00,4140,3345,795,7,13,-6,0.80797,0.19203,0.4846,0.5154,,,45.0,65,1,3965,6,156089,122241,33848,1208,2005,-797,0.7831494,0.2168506,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,13,13,0,0,0,0,-4,-3,-1,0,0,0,,,,,950,0,,,1.49,,,0.993,,,"local",""
2020-06-24,2020-06-25T17:30:00.000+02:00,4151,3354,797,11,9,2,0.808,0.192,0.4845,0.5155,,,45.0,73,8,3968,3,163090,127082,36008,7001,4841,2160,0.7792139,0.2207861,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,15,15,0,0,0,0,2,2,0,0,0,0,,,,,951,1,,,1.06,,,0.993,,,"local",""
2020-06-25,2020-06-26T17:30:00.000+02:00,4173,3376,797,22,22,0,0.80901,0.19099,0.4852,0.5148,,,45.0,85,12,3978,10,168786,129993,38793,5696,2911,2785,0.7701646,0.2298354,0.48,0.52,,,110,0,1,0,0.66,0.34,0.44,0.56,,,84.0,84.0,,,14,13,1,0,0,0,-1,-2,1,0,0,0,,,,1,952,1,,2,0.94,0.53,1.16,0.993,,,"local",""
2020-06-26,2020-06-27T17:30:00.000+02:00,4217,,,44,,,,,,,,,,,,,,172292,,,3506,,,,,,,,,110,0,1,0,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,"local",""
